DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
351.154,4.6,8.3,0.755,0.003
351.254,5.2,8.4,0.882,0.003
351.354,5.8,8.7,1.012,0.003
351.453,6.3,8.9,1.142,0.003
351.553,6.7,9.3,1.275,0.007
351.653,7.3,9.6,1.391,0.017
351.752,7.6,9.9,1.497,0.003
351.852,8,10.2,1.591,0.003
351.952,8.4,10.4,1.669,0.003
352.051,8.7,10.7,1.728,0
352.151,8.9,10.7,1.778,0
352.251,9.1,11,1.82,0.003
352.35,9.3,11.1,1.848,0
352.45,9.4,11.2,1.869,0
352.55,9.4,11.1,1.887,0
352.65,9.4,11.3,1.901,0.017
352.749,9.3,11.3,1.908,0
352.849,9.3,11.2,1.915,0
352.949,9.1,11.1,1.922,0
353.048,9,11.1,1.918,0
353.148,8.8,11.1,1.915,0
353.248,8.6,11.1,1.918,0.003
353.347,8.4,11.1,1.918,0
353.447,8.2,11,1.915,0
353.547,7.6,11,1.908,-0.003
353.646,7.4,11,1.904,0.01
353.746,7,10.9,1.897,-0.003
353.846,6.6,10.7,1.887,0.003
353.945,6.2,10.7,1.876,0
354.045,5.7,10.6,1.858,0
354.145,5.3,10.6,1.855,0
354.244,4.7,10.4,1.837,0
354.344,4.4,10.3,1.82,0
354.444,3.8,10.1,1.799,0
354.543,3.4,10,1.778,0.003
354.643,2.9,9.8,1.75,0
354.743,2.3,9.7,1.718,0
354.842,1.8,9.5,1.686,0
354.942,1.4,9.3,1.655,0.003
355.042,0.8,9.2,1.613,0
355.141,0.3,8.9,1.574,0
355.241,-0.1,8.8,1.532,0
355.341,-0.6,8.6,1.479,0
355.44,-1.1,8.4,1.423,0
355.54,-1.6,8.4,1.37,0.007
355.64,-2,8.2,1.307,0.003
355.739,-2.4,8,1.233,0.01
355.839,-2.9,7.8,1.159,0.003
355.939,-3.3,7.8,1.079,0
356.038,-3.9,7.7,0.977,0.003
356.138,-4.5,7.7,0.868,0.003
356.238,-5,7.7,0.741,0.003
356.337,-5.7,7.8,0.601,0.003
356.437,-6.2,7.7,0.464,0.003
356.537,-6.6,7.9,0.327,0.003
356.637,-6.9,8,0.2,0.003
356.736,-7.4,8.4,0.07,0.017
356.836,-7.8,8.4,-0.042,0.003
356.936,-8.3,8.6,-0.141,0.007
357.035,-8.5,8.9,-0.218,0.003
357.135,-8.9,8.9,-0.281,0.003
357.235,-9.2,9,-0.323,0.003
357.334,-9.3,9,-0.358,0.003
357.434,-9.5,9.1,-0.379,0.003
357.534,-9.5,9.2,-0.4,0.003
357.633,-9.5,9.2,-0.415,0.003
357.733,-9.5,9.2,-0.422,0.014
357.833,-9.5,9.2,-0.422,0.003
357.932,-9.2,9.2,-0.425,0.003
358.032,-9.2,9.2,-0.429,0.003
358.132,-8.9,9.2,-0.429,0
358.231,-8.6,9.2,-0.425,0.003
358.331,-8.5,9.2,-0.425,0.003
358.431,-8.1,9.1,-0.422,0.003
358.53,-7.7,9.2,-0.415,0.003
358.63,-7.5,9.1,-0.408,0.003
358.73,-7,9.2,-0.397,0.017
358.829,-6.6,9,-0.393,0
358.929,-6.3,9,-0.379,0.003
359.029,-5.7,8.9,-0.365,0.003
359.128,-5.4,8.8,-0.351,0.007
359.228,-4.9,8.9,-0.337,0.003
359.328,-4.5,8.6,-0.313,0.003
359.427,-4,8.6,-0.292,0.003
359.527,-3.4,8.4,-0.263,0.003
359.627,-3,8.3,-0.235,0.003
359.726,-2.4,8.3,-0.204,0.014
359.826,-2,8.2,-0.169,0.003
359.926,-1.3,8,-0.13,0.003
360.025,-1,7.9,-0.088,0.003
360.125,-0.4,7.8,-0.046,0.003
360.225,0,7.7,0.004,0
360.324,0.5,7.7,0.06,0.003
360.424,0.9,7.5,0.119,0.003
360.524,1.5,7.6,0.183,0.007
360.624,1.8,7.5,0.249,0.003
360.723,2.3,7.6,0.33,0.003
360.823,2.8,7.6,0.415,0.007
360.923,3.3,7.8,0.509,0.007
361.022,3.8,7.7,0.615,0.007
361.122,4.4,7.9,0.727,0.003
361.222,5,8,0.847,0
361.321,5.6,8.3,0.984,0.003
361.421,6.2,8.6,1.117,0.003
361.521,6.6,8.9,1.24,0.003
361.62,7.1,9.3,1.367,0.007
361.72,7.5,9.6,1.483,0.003
361.82,7.9,9.9,1.584,0.01
361.919,8.2,10.2,1.669,0.003
362.019,8.6,10.4,1.746,0.003
362.119,8.8,10.6,1.802,0.003
362.218,9.1,10.8,1.844,0.003
362.318,9.2,10.7,1.876,0
362.418,9.3,10.9,1.904,0
362.517,9.4,11,1.922,0
362.617,9.4,11,1.939,0
362.717,9.4,11,1.946,0.003
362.816,9.3,11.1,1.957,0.017
362.916,9.3,11,1.964,0
363.016,9.1,10.9,1.96,0.003
363.115,8.9,11,1.96,0
363.215,8.6,10.9,1.957,0
363.315,8.5,10.9,1.957,0
363.414,8.1,10.9,1.957,0
363.514,7.9,10.8,1.953,0
363.614,7.6,10.8,1.95,0
363.713,7.1,10.7,1.939,0
363.813,6.8,10.7,1.932,0.017
363.913,6.4,10.5,1.918,-0.003
364.012,5.9,10.5,1.908,0
364.112,5.4,10.3,1.894,0
364.212,5,10.3,1.88,0
364.311,4.4,10.1,1.862,0
364.411,4.1,10.1,1.841,0
364.511,3.5,9.9,1.816,0
364.611,2.9,9.7,1.792,0
364.71,2.5,9.6,1.771,0
364.81,2,9.5,1.735,0.017
364.91,1.5,9.3,1.704,0
365.009,0.9,9,1.662,0
365.109,0.5,8.9,1.623,0
365.209,-0.1,8.7,1.581,-0.003
365.308,-0.4,8.6,1.532,0.003
365.408,-1,8.3,1.483,0.003
365.508,-1.4,8.3,1.426,0
365.607,-1.8,8,1.363,0
365.707,-2.3,7.9,1.296,0
365.807,-2.7,7.7,1.219,0.003
365.906,-3.3,7.6,1.135,0
366.006,-3.8,7.6,1.04,0
366.106,-4.2,7.4,0.934,0.007
366.205,-4.9,7.4,0.808,0.003
366.305,-5.5,7.4,0.667,0.003
366.405,-6,7.5,0.527,0.007
366.504,-6.5,7.7,0.393,0.003
366.604,-6.8,7.7,0.263,0
366.704,-7.2,8,0.137,0.003
366.803,-7.5,8.2,0.011,0
366.903,-8,8.4,-0.102,0.003
367.003,-8.4,8.6,-0.19,0
367.102,-8.9,8.6,-0.263,0.003
367.202,-9.1,8.8,-0.313,0.003
367.302,-9.3,8.9,-0.355,0.003
367.401,-9.4,8.9,-0.379,0.003
367.501,-9.5,8.9,-0.4,0.003
367.601,-9.5,9,-0.415,0.003
367.7,-9.5,9,-0.425,0.003
367.8,-9.5,9.2,-0.432,0.003
367.9,-9.3,9,-0.436,0.003
367.999,-9.2,9,-0.436,0.003
368.099,-8.9,8.9,-0.436,0.003
368.199,-8.8,9.1,-0.436,0.003
368.298,-8.7,9,-0.436,0.003
368.398,-8.4,9,-0.432,0
368.498,-8,8.9,-0.425,0.003
368.598,-7.6,9,-0.418,0
368.697,-7.2,8.9,-0.411,0.003
368.797,-6.7,8.9,-0.404,0.003
368.897,-6.4,8.8,-0.393,0.017
368.996,-6,8.7,-0.383,0.003
369.096,-5.5,8.7,-0.362,0.003
369.196,-5,8.6,-0.351,0.003
369.295,-4.5,8.5,-0.327,0.003
369.395,-4.1,8.4,-0.309,0.007
369.495,-3.6,8.3,-0.285,0.003
369.594,-3.1,8.2,-0.253,0.007
369.694,-2.6,8,-0.218,0.003
369.794,-2.1,8.1,-0.186,0.003
369.893,-1.6,7.9,-0.155,0.017
369.993,-1.1,7.8,-0.109,0.003
370.093,-0.6,7.7,-0.067,0
370.192,-0.1,7.6,-0.021,0.007
370.292,0.3,7.5,0.035,0.003
370.392,0.7,7.4,0.088,0.003
370.491,1.3,7.4,0.158,0.003
370.591,1.7,7.4,0.221,0.003
370.691,2.1,7.4,0.302,0.007
370.79,2.6,7.4,0.383,0.007
370.89,3.2,7.6,0.481,0.017
370.99,3.5,7.5,0.583,0.003
371.089,4.2,7.7,0.692,0.003
371.189,4.8,7.8,0.819,0.003
371.289,5.5,8.1,0.956,0.003
371.388,6,8.3,1.089,0.007
371.488,6.5,8.6,1.216,0.003
371.588,6.9,8.9,1.346,0.003
371.687,7.3,9.2,1.468,0.003
371.787,7.7,9.6,1.581,0
371.887,8,9.9,1.679,0.003
371.986,8.5,10.2,1.757,0.003
372.086,8.8,10.4,1.82,0.003
372.186,9,10.6,1.869,0
372.285,9.1,10.7,1.908,0.003
372.385,9.3,10.7,1.932,0
372.485,9.4,10.8,1.957,0
372.585,9.4,10.9,1.971,0
372.684,9.4,11,1.981,0
372.784,9.4,10.8,1.992,0
372.884,9.2,11,1.995,0
372.983,9.1,10.9,2.002,0
373.083,8.9,10.7,1.999,0
373.183,8.7,10.8,2.002,0
373.282,8.5,10.7,1.999,0
373.382,8.3,10.8,1.999,0
373.482,7.9,10.7,1.992,0
373.581,7.7,10.7,1.988,0
373.681,7.3,10.6,1.981,0
373.781,7,10.6,1.974,-0.003
373.88,6.5,10.5,1.964,0
373.98,6.1,10.4,1.957,0.014
374.08,5.6,10.4,1.943,-0.003
374.179,5.1,10.2,1.929,0
374.279,4.7,10.1,1.911,0
374.379,4.3,9.9,1.894,0
374.478,3.7,9.7,1.869,-0.003
374.578,3.2,9.6,1.844,0
374.678,2.6,9.5,1.816,-0.003
374.777,2.3,9.4,1.788,0.003
374.877,1.6,9.1,1.757,0
374.977,1.1,9.1,1.718,0.017
375.076,0.7,9,1.679,0
375.176,0.1,8.7,1.637,0.003
375.276,-0.4,8.4,1.588,0.003
375.375,-0.8,8.4,1.539,0
375.475,-1.3,8.1,1.486,0
375.575,-1.7,8,1.419,0
375.674,-2.1,7.8,1.363,0
375.774,-2.7,7.7,1.282,0.003
375.874,-3,7.6,1.205,0.003
375.973,-3.6,7.4,1.107,0.017
376.073,-4.1,7.3,1.001,0
376.173,-4.8,7.4,0.882,0.003
376.272,-5.3,7.2,0.738,0.003
376.372,-5.9,7.3,0.601,0.003
376.472,-6.3,7.4,0.46,0.003
376.571,-6.7,7.6,0.33,0
376.671,-7,7.6,0.2,0.003
376.771,-7.4,7.9,0.063,0.003
376.871,-7.7,8.1,-0.053,0.003
376.97,-8.2,8.3,-0.162,0.014
377.07,-8.6,8.5,-0.242,0.003
377.17,-8.9,8.6,-0.309,0.003
377.269,-9.1,8.7,-0.351,0.003
377.369,-9.3,8.7,-0.383,0
377.469,-9.5,8.9,-0.408,0.007
377.568,-9.5,8.8,-0.422,0.007
377.668,-9.5,9,-0.439,0.003
377.768,-9.5,8.9,-0.446,0.007
377.867,-9.4,8.9,-0.45,0.007
377.967,-9.2,8.9,-0.45,0.01
378.067,-9.1,8.9,-0.45,0.003
378.166,-8.8,8.9,-0.446,0
378.266,-8.6,8.8,-0.446,0.003
378.366,-8.3,8.9,-0.443,0.003
378.465,-8.1,8.9,-0.443,0.003
378.565,-7.7,8.8,-0.432,0.003
378.665,-7.4,8.7,-0.429,0.003
378.764,-6.9,8.6,-0.418,0.007
378.864,-6.6,8.7,-0.408,0.003
378.964,-6,8.5,-0.397,0
379.063,-5.7,8.6,-0.386,0.003
379.163,-5.2,8.5,-0.365,0.003
379.263,-4.8,8.3,-0.351,0.007
379.362,-4.2,8.4,-0.327,0.007
379.462,-3.7,8.2,-0.302,0.007
379.562,-3.2,8.1,-0.274,0
379.661,-2.7,7.9,-0.246,0.003
379.761,-2.2,7.8,-0.211,0
379.861,-1.8,7.8,-0.176,0.003
379.96,-1.2,7.7,-0.133,0.003
380.06,-0.8,7.7,-0.095,0.01
380.16,-0.3,7.4,-0.046,0.003
380.259,0.2,7.4,0.007,0.003
380.359,0.5,7.3,0.063,0.003
380.459,1.1,7.2,0.126,0.003
380.558,1.5,7.2,0.193,0.003
380.658,1.9,7.1,0.271,0.003
380.758,2.4,7.2,0.355,0.003
380.858,2.9,7.2,0.45,0.003
380.957,3.5,7.4,0.548,0.003
381.057,4,7.5,0.66,0.017
381.157,4.6,7.7,0.776,0.007
381.256,5.3,7.8,0.924,0.003
381.356,5.8,8.1,1.057,0
381.456,6.4,8.3,1.191,0.003
381.555,6.7,8.6,1.317,0.003
381.655,7.2,9,1.451,0.007
381.755,7.4,9.3,1.57,0.003
381.854,8,9.7,1.683,0.003
381.954,8.3,9.9,1.774,0.003
382.054,8.6,10.3,1.844,0.014
382.153,8.9,10.4,1.897,0
382.253,9.1,10.4,1.936,0
382.353,9.2,10.6,1.974,0
382.452,9.2,10.6,1.995,0.003
382.552,9.4,10.8,2.009,0
382.652,9.4,10.7,2.027,0.003
382.751,9.4,10.7,2.038,0
382.851,9.3,10.8,2.041,0.003
382.951,9.2,10.7,2.045,-0.003
383.05,8.9,10.8,2.048,0.007
383.15,8.8,10.7,2.045,0
383.25,8.6,10.7,2.045,-0.003
383.349,8.3,10.6,2.045,-0.003
383.449,8.1,10.7,2.041,0
383.549,7.7,10.6,2.034,0
383.648,7.4,10.5,2.031,0
383.748,7,10.4,2.024,0
383.848,6.6,10.3,2.013,-0.003
383.947,6.2,10.3,2.002,0
384.047,5.6,10.1,1.988,0
384.147,5.3,10.1,1.978,0
384.246,4.7,9.9,1.957,0
384.346,4.4,9.9,1.943,0
384.446,3.8,9.6,1.922,0
384.545,3.3,9.5,1.894,0
384.645,2.9,9.4,1.869,0
384.745,2.3,9.2,1.841,0
384.844,1.8,9.1,1.813,0
384.944,1.4,8.9,1.774,0.003
385.044,0.8,8.7,1.732,0
385.144,0.3,8.7,1.697,0.01
385.243,-0.2,8.3,1.651,0
385.343,-0.6,8.2,1.602,0
385.443,-1.2,8,1.549,0.003
385.542,-1.5,7.8,1.493,0.003
385.642,-1.9,7.7,1.426,0
385.742,-2.4,7.6,1.353,0
385.841,-2.8,7.4,1.272,0.003
385.941,-3.3,7.1,1.18,0.003
386.041,-3.9,7.2,1.075,0.003
386.14,-4.5,7.1,0.956,0.021
386.24,-5.1,7.1,0.815,0.003
386.34,-5.8,7.1,0.664,0.007
386.439,-6.2,7.2,0.53,0.003
386.539,-6.6,7.3,0.393,0.003
386.639,-6.9,7.4,0.267,0.003
386.738,-7.4,7.7,0.13,0.003
386.838,-7.6,7.8,-0.004,0.007
386.938,-8.1,8,-0.119,0.003
387.037,-8.4,8.2,-0.218,0.003
387.137,-8.9,8.5,-0.292,0.014
387.237,-9,8.5,-0.344,0.003
387.336,-9.3,8.5,-0.383,0.003
387.436,-9.4,8.6,-0.411,0.003
387.536,-9.5,8.7,-0.432,0.003
387.635,-9.5,8.8,-0.439,0.003
387.735,-9.5,8.6,-0.45,0
387.835,-9.4,8.8,-0.453,0.007
387.934,-9.3,8.7,-0.46,0
388.034,-9,8.7,-0.457,0.003
388.134,-9,8.8,-0.46,0.014
388.233,-8.6,8.7,-0.453,0.003
388.333,-8.4,8.7,-0.453,0.003
388.433,-8.1,8.6,-0.45,0.003
388.532,-7.7,8.7,-0.45,0.003
388.632,-7.5,8.6,-0.439,0
388.732,-7,8.5,-0.429,0.003
388.831,-6.6,8.5,-0.422,0.003
388.931,-6.3,8.5,-0.411,0.003
389.031,-5.7,8.4,-0.4,0.003
389.131,-5.4,8.3,-0.383,0.014
389.23,-4.8,8.3,-0.365,0.003
389.33,-4.4,8.1,-0.344,0.003
389.43,-3.9,8,-0.323,0.003
389.529,-3.5,8,-0.292,0.003
389.629,-3,7.8,-0.267,0.003
389.729,-2.4,7.7,-0.232,0.003
389.828,-1.9,7.6,-0.197,0
389.928,-1.4,7.5,-0.158,0.003
390.028,-1,7.4,-0.116,0
390.127,-0.4,7.3,-0.067,0.003
390.227,0,7.2,-0.021,0.003
390.327,0.5,7.2,0.035,0
390.426,0.9,7.1,0.098,0.003
390.526,1.4,7.1,0.162,0.003
390.626,1.7,7.1,0.239,0.003
390.725,2.2,7,0.323,0.007
390.825,2.7,7,0.415,0.003
390.925,3.3,7.1,0.513,0.003
391.024,3.8,7.2,0.622,0
391.124,4.4,7.4,0.745,0.003
391.224,5.1,7.6,0.878,0.01
391.323,5.7,7.7,1.022,0.003
391.423,6.1,8,1.152,0.003
391.523,6.5,8.3,1.286,0.007
391.622,6.9,8.6,1.423,0.003
391.722,7.3,9,1.556,0.007
391.822,7.8,9.3,1.679,0.007
391.921,8.2,9.7,1.781,0.003
392.021,8.5,10.1,1.865,0.003
392.121,8.8,10.3,1.922,0
392.22,9.1,10.4,1.971,0.014
392.32,9.2,10.4,2.002,0
392.42,9.4,10.6,2.031,0.003
392.519,9.4,10.6,2.045,0
392.619,9.4,10.7,2.066,0
392.719,9.3,10.6,2.076,-0.003
392.818,9.4,10.6,2.08,0
392.918,9.2,10.7,2.087,0
393.018,9.1,10.6,2.087,0
393.117,8.8,10.5,2.087,0
393.217,8.7,10.5,2.087,0.014
393.317,8.4,10.5,2.087,-0.003
393.417,8.2,10.4,2.08,0
393.516,8,10.4,2.076,0.003
393.616,7.6,10.4,2.073,0
393.716,7.1,10.2,2.066,0
393.815,6.8,10.3,2.059,0
393.915,6.4,10.1,2.048,-0.003
394.015,6,10.1,2.038,0
394.114,5.5,9.9,2.024,-0.003
394.214,5,9.9,2.002,0.017
394.314,4.4,9.7,1.988,0
394.413,4.1,9.6,1.971,0
394.513,3.5,9.4,1.946,0.003
394.613,2.9,9.3,1.918,0
394.712,2.5,9.2,1.894,0
394.812,2,8.9,1.862,0.003
394.912,1.6,8.9,1.827,0
395.011,0.9,8.6,1.785,0
395.111,0.5,8.5,1.75,0
395.211,0,8.3,1.704,0.007
395.31,-0.5,8.2,1.658,0
395.41,-1,7.9,1.602,0
395.51,-1.3,7.7,1.549,0
395.609,-1.9,7.6,1.49,0
395.709,-2.1,7.4,1.416,0
395.809,-2.7,7.2,1.335,0
395.908,-3.1,7.1,1.247,0.003
396.008,-3.6,7,1.149,0.003
396.108,-4.2,7,1.029,0.003
396.207,-4.8,6.9,0.885,0
396.307,-5.5,7,0.734,0.003
396.407,-6,6.9,0.594,0
396.506,-6.5,7.1,0.464,0.003
396.606,-6.9,7.1,0.33,0.003
396.706,-7.1,7.4,0.197,0.003
396.805,-7.5,7.6,0.06,0.003
396.905,-7.9,7.8,-0.074,0.003
397.005,-8.3,8,-0.183,0.003
397.104,-8.7,8.2,-0.274,0.003
397.204,-9,8.3,-0.334,0.003
397.304,-9.2,8.4,-0.383,0.01
397.404,-9.3,8.4,-0.411,0.003
397.503,-9.5,8.5,-0.432,0.003
397.603,-9.5,8.6,-0.446,0.007
397.703,-9.6,8.5,-0.464,0.003
397.802,-9.5,8.6,-0.464,0.003
397.902,-9.3,8.6,-0.467,0.003
398.002,-9.2,8.5,-0.471,0.003
398.101,-9.1,8.6,-0.471,0
398.201,-8.9,8.6,-0.467,0.003
398.301,-8.5,8.6,-0.467,0.014
398.4,-8.4,8.5,-0.467,0.003
398.5,-7.9,8.5,-0.46,0.003
398.6,-7.6,8.5,-0.45,0.003
398.699,-7.2,8.5,-0.443,0.003
398.799,-6.8,8.5,-0.439,0.003
398.899,-6.4,8.3,-0.429,0.003
398.998,-5.8,8.4,-0.411,0.007
399.098,-5.5,8.2,-0.4,0.003
399.198,-5.1,8.2,-0.383,0.003
399.297,-4.5,8.1,-0.362,0.017
399.397,-3.9,8,-0.337,0.003
399.497,-3.6,7.7,-0.313,0.003
399.596,-3.1,7.8,-0.285,0.003
399.696,-2.6,7.7,-0.249,0.003
399.796,-2.2,7.5,-0.218,0.003
399.895,-1.6,7.4,-0.179,0.007
399.995,-1.1,7.3,-0.141,0.003
400.095,-0.6,7.2,-0.095,0.007
400.194,-0.2,7.1,-0.049,0.003
400.294,0.4,7.1,0.007,0.017
400.394,0.7,6.9,0.067,0.003
400.493,1.2,6.9,0.133,0.007
400.593,1.5,6.8,0.207,0.003
400.693,2.1,6.8,0.292,0.003
400.792,2.5,6.9,0.379,0.007
400.892,3,6.9,0.481,0.003
400.992,3.5,7,0.594,0.003
401.091,4.1,7.1,0.71,0.003
401.191,4.9,7.3,0.85,0.003
401.291,5.6,7.6,0.991,0.007
401.391,6.1,7.7,1.124,0
401.49,6.5,8,1.265,0.003
401.59,6.7,8.3,1.398,0
401.69,7.2,8.8,1.535,0.003
401.789,7.5,9.1,1.665,0
401.889,8,9.5,1.795,0.003
401.989,8.5,9.7,1.88,0.003
402.088,8.7,10,1.95,0
402.188,9,10.1,1.999,0
402.288,9.2,10.3,2.034,0
402.387,9.3,10.4,2.066,0
402.487,9.4,10.4,2.087,0
402.587,9.4,10.5,2.104,0
402.686,9.5,10.4,2.111,0
402.786,9.4,10.5,2.125,0
402.886,9.2,10.4,2.129,0
402.985,9.2,10.4,2.132,0
403.085,8.9,10.4,2.125,0
403.185,8.8,10.4,2.132,0.003
403.284,8.5,10.4,2.129,0
403.384,8.2,10.3,2.129,0.007
403.484,7.9,10.4,2.122,0
403.583,7.7,10.2,2.118,0
403.683,7.3,10.2,2.111,0
403.783,6.8,10.1,2.108,0
403.882,6.4,10.1,2.097,0
403.982,6.2,9.8,2.087,0.003
404.082,5.6,9.9,2.073,0.003
404.181,5.1,9.8,2.059,0.003
404.281,4.6,9.6,2.041,0
404.381,4.2,9.5,2.02,0.017
404.48,3.7,9.3,1.999,0
404.58,3.2,9.3,1.974,0
404.68,2.6,8.9,1.946,0
404.779,2.2,8.9,1.915,0.003
404.879,1.6,8.8,1.883,0
404.979,1.1,8.6,1.844,-0.003
405.078,0.7,8.4,1.809,0.003
405.178,0.1,8.2,1.764,0.003
405.278,-0.4,8,1.718,0
405.378,-0.9,7.9,1.669,0.014
405.477,-1.3,7.7,1.616,0.003
405.577,-1.7,7.4,1.553,0.003
405.677,-2.1,7.3,1.486,0.003
405.776,-2.5,7.1,1.409,0.003
405.876,-3,7.1,1.324,0
405.976,-3.5,7,1.223,0.003
406.075,-4,6.8,1.107,0.007
406.175,-4.8,6.8,0.97,0.007
406.275,-5.4,6.8,0.819,0.003
406.374,-5.9,6.7,0.671,0.01
406.474,-6.3,6.8,0.534,0.003
406.574,-6.7,7,0.4,0.007
406.673,-7,7.1,0.267,0.003
406.773,-7.3,7.3,0.123,0.003
406.873,-7.6,7.5,-0.014,0.003
406.972,-8.1,7.7,-0.141,0
407.072,-8.5,8,-0.242,0.003
407.172,-8.9,8.1,-0.32,0.003
407.271,-9.1,8.3,-0.376,0.007
407.371,-9.4,8.4,-0.408,0.003
407.471,-9.5,8.3,-0.436,0.003
407.57,-9.5,8.4,-0.45,0.003
407.67,-9.5,8.4,-0.464,0.007
407.77,-9.5,8.5,-0.471,0.003
407.869,-9.3,8.4,-0.478,0.003
407.969,-9.2,8.5,-0.474,0.007
408.069,-9.1,8.3,-0.481,0.003
408.168,-8.9,8.4,-0.478,0.003
408.268,-8.6,8.5,-0.481,0.003
408.368,-8.3,8.4,-0.474,0.003
408.467,-8.1,8.3,-0.474,0.007
408.567,-7.7,8.3,-0.464,0.007
408.667,-7.3,8.3,-0.457,0.003
408.766,-6.9,8.3,-0.45,0.003
408.866,-6.6,8.3,-0.439,0.003
408.966,-6.1,8.2,-0.425,0.003
409.065,-5.7,8.1,-0.418,0.003
409.165,-5.2,8,-0.404,0.003
409.265,-4.7,7.9,-0.383,0.003
409.365,-4.2,7.8,-0.358,0
409.464,-3.9,7.8,-0.334,0.014
409.564,-3.3,7.6,-0.306,0.003
409.664,-2.7,7.5,-0.274,0.003
409.763,-2.1,7.4,-0.242,0.003
409.863,-1.7,7.2,-0.204,0.007
409.963,-1.3,7.1,-0.165,0.007
410.062,-0.8,7,-0.119,0
410.162,-0.3,7,-0.074,0.003
410.262,0.2,6.9,-0.018,0.003
410.361,0.6,6.9,0.035,0.003
410.461,1.1,6.8,0.102,0.017
410.561,1.4,6.6,0.169,0.003
410.66,1.9,6.6,0.26,0.003
410.76,2.3,6.7,0.344,0.007
410.86,2.8,6.6,0.443,0.003
410.959,3.3,6.8,0.548,0.003
411.059,3.9,6.9,0.675,0.003
411.159,4.7,7.1,0.808,0.007
411.258,5.4,7.2,0.956,0.003
411.358,5.9,7.5,1.089,0
411.458,6.4,7.8,1.226,0.021
411.557,6.7,8,1.353,0.003
411.657,7,8.5,1.504,0.003
411.757,7.3,8.7,1.641,0.003
411.856,7.8,9.3,1.778,0.007
411.956,8.2,9.6,1.887,0
412.056,8.7,9.8,1.974,0.003
412.155,8.9,10,2.027,0
412.255,9.1,10.1,2.069,0.003
412.355,9.3,10.2,2.101,-0.003
412.454,9.4,10.3,2.118,0.007
412.554,9.4,10.3,2.139,-0.003
412.654,9.4,10.2,2.154,0
412.753,9.3,10.4,2.168,0
412.853,9.3,10.3,2.168,0
412.953,9.1,10.4,2.171,0
413.052,9,10.2,2.171,0
413.152,8.8,10.2,2.175,0
413.252,8.6,10.3,2.171,0.003
413.352,8.4,10.2,2.171,0
413.451,8.2,10.2,2.168,0
413.551,7.7,10.1,2.161,0
413.651,7.5,10.1,2.157,0
413.75,7,10.1,2.15,0
413.85,6.6,9.9,2.139,-0.003
413.95,6.1,9.8,2.136,0.003
414.049,5.7,9.7,2.115,0
414.149,5.3,9.7,2.104,0.003
414.249,4.7,9.6,2.087,0
414.348,4.4,9.4,2.069,0.003
414.448,3.8,9.3,2.048,0.003
414.548,3.3,9.1,2.024,0.003
414.647,2.9,8.9,1.995,0.003
414.747,2.3,8.8,1.971,0.003
414.847,1.8,8.6,1.943,0.003
414.946,1.3,8.5,1.901,0
415.046,0.8,8.3,1.865,0.003
415.146,0.3,8.1,1.82,0.003
415.245,-0.2,7.9,1.774,0.003
415.345,-0.6,7.8,1.732,0
415.445,-1.1,7.6,1.672,0
415.544,-1.5,7.6,1.613,0.017
415.644,-1.9,7.2,1.546,0
415.744,-2.4,7.1,1.476,0.003
415.843,-2.7,6.9,1.388,0.003
415.943,-3.3,6.8,1.293,0.003
416.043,-3.8,6.6,1.18,0.003
416.142,-4.4,6.6,1.043,0.003
416.242,-5.1,6.6,0.882,0.003
416.342,-5.7,6.6,0.734,0.007
416.441,-6.3,6.6,0.601,0.003
416.541,-6.6,6.8,0.46,0.021
416.641,-6.9,6.9,0.334,0.003
416.74,-7.2,7.1,0.197,0.003
416.84,-7.5,7.2,0.049,0.003
416.94,-7.9,7.5,-0.095,0.003
417.039,-8.3,7.7,-0.214,0.003
417.139,-8.7,8,-0.306,0.003
417.239,-9.2,8,-0.369,0.003
417.339,-9.3,8.2,-0.415,0.003
417.438,-9.4,8.2,-0.446,0.003
417.538,-9.5,8.3,-0.467,0.014
417.638,-9.5,8.3,-0.481,0.003
417.737,-9.5,8.2,-0.492,0.003
417.837,-9.4,8.3,-0.495,0.003
417.937,-9.3,8.3,-0.499,0.003
418.036,-9.1,8.2,-0.499,0.007
418.136,-9,8.3,-0.499,0.003
418.236,-8.7,8.2,-0.495,0.007
418.335,-8.5,8.3,-0.495,0.003
418.435,-8,8.2,-0.492,0.003
418.535,-7.8,8.3,-0.485,0.003
418.634,-7.4,8.2,-0.478,0.003
418.734,-7,8.1,-0.467,0.003
418.834,-6.6,8.1,-0.464,0.003
418.933,-6.3,8,-0.453,0.003
419.033,-5.7,8,-0.439,0.003
419.133,-5.4,7.9,-0.422,0.003
419.232,-4.9,7.8,-0.408,0.003
419.332,-4.4,7.8,-0.383,0.003
419.432,-3.9,7.7,-0.362,0.003
419.531,-3.5,7.5,-0.33,0.003
419.631,-3,7.3,-0.306,0.003
419.731,-2.4,7.2,-0.267,0.007
419.83,-2,7.1,-0.235,0.003
419.93,-1.4,7,-0.19,0.003
420.03,-1,6.9,-0.151,0.007
420.129,-0.4,6.8,-0.102,0.003
420.229,0,6.8,-0.049,0.003
420.329,0.5,6.7,0.007,0.007
420.428,0.8,6.5,0.067,0.003
420.528,1.3,6.5,0.141,0.007
