Time (s),Shear Stress (kPa),Vertical Effective Stress (kPa),Shear Strain (%),Vertical Strain (%)
781.451,24.1,42.7,2.454,0.008
781.55,25.9,44.1,2.734,0.003
781.65,27.4,45.1,2.922,0.002
781.75,28.6,45.8,3.056,-0.003
781.849,29.7,46.3,3.162,-0.003
781.949,30.6,46.9,3.254,-0.005
782.049,31.3,47.3,3.335,-0.005
782.148,31.9,47.8,3.405,-0.005
782.248,32.3,48.1,3.469,-0.009
782.348,32.6,48.3,3.524,-0.009
782.447,32.9,48.6,3.57,-0.012
782.547,33,48.8,3.602,-0.012
782.647,33,48.8,3.625,-0.012
782.746,32.8,48.8,3.637,-0.014
782.846,32.4,48.7,3.644,-0.012
782.946,32.2,48.7,3.642,-0.014
783.045,31.6,48.7,3.639,-0.014
783.145,30.9,48.4,3.634,-0.014
783.245,30.2,48.3,3.619,-0.012
783.344,29.3,48,3.601,-0.012
783.444,28.3,47.8,3.575,-0.014
783.544,27.2,47.4,3.541,-0.012
783.643,26,47.2,3.501,-0.011
783.743,24.7,46.6,3.452,-0.012
783.843,23.3,46.1,3.399,-0.012
783.943,21.7,45.4,3.333,-0.011
784.042,20.1,44.8,3.264,-0.011
784.142,18.3,44,3.194,-0.009
784.242,16.6,43.3,3.113,-0.005
784.341,14.8,42.5,3.026,-0.006
784.441,13,41.7,2.93,-0.006
784.541,11,40.8,2.824,-0.005
784.64,9.1,39.9,2.702,-0.003
784.74,7.2,39,2.563,-0.003
784.84,5.2,38,2.404,0
784.939,3.3,36.8,2.209,0.002
785.039,1.3,35.7,1.982,0.005
785.139,-0.5,34.7,1.722,0.005
785.238,-2.4,33.8,1.413,0.011
785.338,-4,33.7,1.067,0.008
785.438,-6.1,33.9,0.636,0.008
785.537,-8.2,33.9,0.243,0.009
785.637,-10.5,33.9,-0.136,0.009
785.737,-12.5,33.8,-0.488,0.009
785.836,-14.5,33.9,-0.821,0.011
785.936,-16.3,34.3,-1.128,0.011
786.036,-18.1,34.7,-1.424,0.011
786.135,-19.7,35.4,-1.72,0.011
786.235,-21.1,36.5,-2.037,0.017
786.335,-22.2,38.1,-2.394,0.009
786.434,-23.4,39.4,-2.807,0.009
786.534,-25,40.5,-3.235,0.006
786.634,-26.7,41.7,-3.586,0.005
786.733,-28.4,42.3,-3.816,0.003
786.833,-29.6,42.9,-3.965,0.002
786.933,-30.5,43.2,-4.079,0
787.032,-31.3,43.6,-4.179,0
787.132,-32,43.9,-4.251,-0.002
787.232,-32.4,44.2,-4.315,0.003
787.331,-32.9,44.4,-4.368,-0.003
787.431,-33,44.6,-4.416,-0.003
787.531,-33.1,44.8,-4.449,-0.002
787.63,-33.2,45,-4.475,-0.005
787.73,-32.9,45.1,-4.491,-0.005
787.83,-32.7,45.1,-4.494,-0.005
787.93,-32.2,45.1,-4.494,-0.005
788.029,-31.7,45.2,-4.492,-0.005
788.129,-31.1,45.2,-4.486,-0.006
788.229,-30.2,45.4,-4.474,-0.003
788.328,-29.4,45.3,-4.46,-0.006
788.428,-28.4,45.3,-4.434,-0.005
788.528,-27.3,45.3,-4.404,-0.006
788.627,-26.2,45.4,-4.365,-0.005
788.727,-25,45.3,-4.318,-0.005
788.827,-23.6,45.2,-4.264,-0.005
788.926,-22.2,45.1,-4.205,-0.005
789.026,-20.5,45,-4.137,-0.005
789.126,-18.9,44.7,-4.061,-0.005
789.225,-17.2,44.5,-3.974,-0.005
789.325,-15.4,44.2,-3.885,-0.003
789.425,-13.5,43.8,-3.783,-0.003
789.524,-11.6,43.5,-3.67,-0.003
789.624,-9.6,43,-3.543,-0.003
789.724,-7.8,42.7,-3.394,-0.002
789.823,-5.8,42.1,-3.22,-0.002
789.923,-3.9,41.6,-3.02,-0.002
790.023,-2.1,40.8,-2.767,0.002
790.122,-0.3,39.4,-2.451,0.003
790.222,0.9,37.6,-2.044,0.005
790.322,3.1,35.5,-1.485,0.012
790.421,5.7,34.8,-0.986,0.011
790.521,8.1,35,-0.578,0.012
790.621,10,35.5,-0.208,0.012
790.72,12.1,35.9,0.136,0.012
790.82,14.1,36.3,0.465,0.012
790.92,15.9,37,0.775,0.014
791.019,17.7,37.6,1.076,0.012
791.119,19.3,38.4,1.381,0.011
791.219,20.8,39.1,1.69,0.009
791.318,22,40.1,2.035,0.017
791.418,23.3,40.5,2.425,0.005
791.518,25.3,42.2,2.78,0.005
791.617,27,43.3,3.004,0.002
791.717,28.3,44,3.154,0
791.817,29.3,44.6,3.266,-0.002
791.917,30.2,45.2,3.365,-0.005
792.016,31,45.6,3.452,-0.006
792.116,31.6,46,3.527,-0.006
792.216,32.2,46.4,3.598,-0.008
792.315,32.6,46.7,3.653,-0.002
792.415,32.8,46.9,3.703,-0.009
792.515,32.9,47,3.74,-0.009
792.614,33.1,47.2,3.769,-0.011
792.714,32.8,47.1,3.781,-0.011
792.814,32.7,47.1,3.787,-0.011
792.913,32.2,47.1,3.79,-0.011
793.013,31.8,47,3.79,-0.011
793.113,31.1,46.8,3.786,-0.011
793.212,30.4,46.9,3.774,-0.011
793.312,29.5,46.6,3.757,-0.006
793.412,28.6,46.2,3.735,-0.011
793.511,27.6,46,3.703,-0.012
793.611,26.5,45.7,3.668,-0.011
793.711,25.2,45.1,3.619,-0.011
793.81,23.9,44.6,3.566,-0.009
793.91,22.3,43.9,3.501,-0.008
794.01,20.6,43.3,3.436,-0.008
794.109,18.9,42.7,3.362,-0.005
794.209,17.2,41.9,3.283,-0.005
794.309,15.4,41.2,3.199,-0.003
794.408,13.5,40.5,3.105,-0.005
794.508,11.8,39.5,3.004,-0.003
794.608,9.7,38.7,2.885,-0.002
794.707,7.8,37.7,2.754,0
794.807,5.9,36.7,2.601,0.003
794.907,4,35.6,2.419,0.003
795.006,2.1,34.5,2.203,0.005
795.106,0.2,33.4,1.945,0.006
795.206,-1.6,32.3,1.638,0.008
795.305,-3.5,31.8,1.275,0.009
795.405,-5.2,32.3,0.838,0.011
795.505,-7.5,32,0.41,0.009
795.604,-9.6,32.1,0.006,0.011
795.704,-11.7,32,-0.378,0.011
795.804,-13.7,31.9,-0.737,0.011
795.903,-15.7,32.3,-1.073,0.012
796.003,-17.5,32.7,-1.39,0.012
796.103,-19.1,33.3,-1.702,0.011
796.203,-20.5,34.3,-2.026,0.011
796.302,-21.6,36.1,-2.401,0.011
796.402,-22.8,37.4,-2.841,0.015
796.502,-24.3,38.7,-3.304,0.008
796.601,-26.3,39.8,-3.693,0.008
796.701,-28,40.7,-3.939,0.005
796.801,-29.3,41.3,-4.098,0.003
796.9,-30.1,41.6,-4.219,0.002
797,-31.1,42,-4.322,0.002
797.1,-31.7,42.2,-4.41,0
797.199,-32.2,42.7,-4.48,0
797.299,-32.6,42.8,-4.54,0
797.399,-33,43.1,-4.595,0.005
797.498,-33,43.3,-4.637,-0.002
797.598,-33.2,43.4,-4.667,-0.002
797.698,-33,43.5,-4.693,-0.003
797.797,-32.8,43.6,-4.703,-0.002
797.897,-32.4,43.8,-4.705,-0.003
797.997,-32,43.8,-4.703,-0.003
798.096,-31.2,43.9,-4.702,-0.003
798.196,-30.5,43.9,-4.689,-0.003
798.296,-29.6,44,-4.674,-0.002
798.395,-28.7,44,-4.653,0.003
798.495,-27.7,44,-4.624,-0.002
798.595,-26.7,43.9,-4.587,-0.003
798.694,-25.4,43.9,-4.541,-0.003
798.794,-24,43.9,-4.488,-0.003
798.894,-22.7,43.7,-4.43,-0.003
798.993,-21.1,43.5,-4.358,-0.003
799.093,-19.5,43.3,-4.286,-0.002
799.193,-17.8,43,-4.203,-0.002
799.292,-15.9,42.7,-4.115,-0.003
799.392,-14.1,42.5,-4.015,0.002
799.492,-12.2,42,-3.907,-0.003
799.591,-10.3,41.7,-3.786,-0.002
799.691,-8.4,41.3,-3.65,-0.002
799.791,-6.4,40.7,-3.488,0
799.89,-4.5,40.2,-3.306,0.002
799.99,-2.5,39.5,-3.078,0.002
800.09,-0.9,38.4,-2.798,0.003
800.19,0.7,36.9,-2.427,0.006
800.289,2.1,34.5,-1.913,0.009
800.389,4.5,33.1,-1.318,0.012
800.489,7,32.7,-0.806,0.014
800.588,9.2,33.1,-0.379,0.014
800.688,11.4,33.5,0.008,0.015
800.788,13.3,33.9,0.372,0.014
800.887,15.2,34.6,0.711,0.014
800.987,17,35,1.035,0.012
801.087,18.7,35.7,1.347,0.012
801.186,20.2,36.6,1.665,0.011
801.286,21.4,37.7,2.015,0.009
801.386,22.8,38.5,2.402,0.008
801.485,24.6,39.5,2.797,0.006
801.585,26.4,40.9,3.072,0.002
801.685,27.9,41.8,3.243,0
801.784,28.9,42.4,3.37,-0.002
801.884,30,43,3.48,-0.003
801.984,30.7,43.4,3.573,-0.005
802.083,31.5,43.9,3.659,-0.006
802.183,32,44.2,3.735,-0.009
802.283,32.4,44.6,3.8,-0.009
802.382,32.7,44.9,3.856,-0.009
802.482,33,45.1,3.9,-0.005
802.582,33,45.2,3.934,-0.011
802.681,32.9,45.3,3.959,-0.011
802.781,32.8,45.3,3.968,-0.012
802.881,32.4,45.2,3.972,-0.014
802.98,31.9,45.1,3.972,-0.011
803.08,31.4,45.1,3.969,-0.012
803.18,30.7,45,3.963,-0.012
803.279,29.9,44.8,3.948,-0.011
803.379,28.9,44.6,3.926,-0.012
803.479,28,44.4,3.897,-0.008
803.578,26.8,44,3.864,-0.012
803.678,25.6,43.5,3.819,-0.012
803.778,24.2,42.9,3.763,-0.011
803.877,22.8,42.2,3.703,-0.011
803.977,21.2,41.7,3.634,-0.011
804.077,19.6,41.1,3.563,-0.011
804.176,17.8,40.3,3.486,-0.009
804.276,15.9,39.5,3.397,-0.008
804.376,14.2,38.7,3.306,-0.006
804.476,12.3,37.9,3.208,-0.002
804.575,10.4,36.9,3.098,-0.005
804.675,8.5,36,2.972,-0.003
804.775,6.5,34.9,2.829,-0.002
804.874,4.6,34,2.659,0
804.974,2.6,32.9,2.459,0.002
805.074,0.8,31.7,2.214,0.003
805.173,-1,30.7,1.922,0.005
805.273,-2.6,29.8,1.552,0.008
805.373,-4.2,30.5,1.107,0.009
805.472,-6.6,29.9,0.622,0.012
805.572,-8.7,29.8,0.173,0.009
805.672,-10.9,29.5,-0.242,0.009
805.771,-12.9,29.7,-0.636,0.009
805.871,-14.9,30,-1.003,0.009
805.971,-16.7,30.4,-1.347,0.011
806.07,-18.4,30.9,-1.686,0.011
806.17,-19.9,31.9,-2.032,0.011
806.27,-21.1,33.7,-2.422,0.009
806.369,-22.2,35.1,-2.876,0.009
806.469,-23.7,36.5,-3.373,0.008
806.569,-25.8,37.8,-3.803,0.006
806.668,-27.6,38.7,-4.072,0.005
806.768,-28.9,39.2,-4.243,0.002
806.868,-30,39.8,-4.373,0
806.967,-30.7,40.2,-4.488,0
807.067,-31.5,40.7,-4.585,-0.002
807.167,-32,40.8,-4.668,-0.003
807.266,-32.4,41.3,-4.741,-0.003
807.366,-32.9,41.4,-4.806,-0.005
807.466,-33,41.7,-4.858,-0.005
807.565,-33.1,41.8,-4.899,-0.002
807.665,-33,42,-4.926,-0.003
807.765,-33,42.1,-4.943,-0.005
807.864,-32.5,42.1,-4.948,-0.005
807.964,-32,42.2,-4.949,-0.005
808.064,-31.5,42.3,-4.948,-0.005
808.163,-30.8,42.3,-4.94,-0.006
808.263,-29.9,42.4,-4.926,-0.006
808.363,-29.1,42.3,-4.908,-0.006
808.463,-28.1,42.5,-4.884,-0.006
808.562,-27,42.5,-4.848,-0.002
808.662,-25.8,42.3,-4.804,-0.006
808.762,-24.6,42.2,-4.754,-0.006
808.861,-23.2,42.2,-4.693,-0.006
808.961,-21.7,42,-4.625,-0.006
809.061,-20.1,41.9,-4.547,-0.006
809.16,-18.4,41.4,-4.465,-0.006
809.26,-16.6,41.2,-4.374,-0.006
809.36,-14.8,40.8,-4.275,-0.005
809.459,-12.8,40.5,-4.17,-0.005
809.559,-11,40,-4.052,0.003
809.659,-9,39.5,-3.92,-0.005
809.758,-7,38.9,-3.772,-0.003
809.858,-5.1,38.4,-3.599,-0.003
809.958,-3.2,37.7,-3.394,0
810.057,-1.4,37,-3.141,0
810.157,0.2,35.7,-2.809,0.002
810.257,1.5,33.7,-2.367,0.005
810.356,3.5,31.5,-1.746,0.009
810.456,5.9,30.3,-1.128,0.011
810.556,8.3,30.7,-0.609,0.017
810.655,10.4,31,-0.159,0.014
810.755,12.5,31.6,0.258,0.014
810.855,14.5,32.2,0.639,0.014
810.954,16.4,32.8,0.988,0.015
811.054,18.2,33.5,1.32,0.014
811.154,19.7,34.4,1.656,0.012
811.253,21,35.5,2.02,0.011
811.353,22.5,36.8,2.408,0.008
811.453,23.8,37.4,2.8,0.006
811.552,25.8,38.8,3.141,0.005
811.652,27.4,39.8,3.344,0.002
811.752,28.6,40.6,3.488,0
811.851,29.7,41,3.602,-0.003
811.951,30.4,41.6,3.703,-0.005
812.051,31.2,42.1,3.797,-0.005
812.15,31.8,42.3,3.874,-0.006
812.25,32.3,42.7,3.948,-0.006
812.35,32.7,43,4.006,-0.008
812.449,32.9,43.3,4.053,-0.009
812.549,33,43.4,4.089,-0.011
812.649,33,43.4,4.115,-0.009
812.749,32.8,43.5,4.128,-0.011
812.848,32.5,43.4,4.134,-0.011
812.948,32.1,43.4,4.136,-0.011
813.048,31.6,43.3,4.134,-0.012
813.147,30.9,43.2,4.131,-0.011
813.247,30.1,43.1,4.121,-0.011
813.347,29.3,42.8,4.102,-0.011
813.446,28.3,42.6,4.079,-0.011
813.546,27.2,42.3,4.049,-0.011
813.646,26.1,42,4.009,-0.008
813.745,24.7,41.5,3.959,-0.011
813.845,23.3,40.9,3.9,-0.011
813.945,21.7,40.2,3.833,-0.009
814.044,20.1,39.5,3.76,-0.009
814.144,18.4,38.9,3.682,-0.008
814.244,16.7,38,3.598,-0.006
814.343,14.7,37.2,3.508,-0.008
814.443,12.9,36.5,3.407,-0.005
814.543,11.1,35.5,3.298,-0.005
814.642,9.1,34.7,3.18,0
814.742,7.1,33.6,3.043,-0.003
814.842,5.2,32.6,2.887,-0.002
814.941,3.3,31.5,2.696,0.002
815.041,1.4,30.4,2.465,0.003
815.141,-0.3,29.3,2.186,0.005
815.24,-2,28.3,1.835,0.006
815.34,-3.5,28,1.399,0.006
815.44,-5.7,28,0.867,0.009
815.539,-7.8,27.8,0.379,0.011
815.639,-10,27.7,-0.084,0.017
815.739,-12.1,27.8,-0.517,0.011
815.838,-14.1,27.8,-0.93,0.011
815.938,-16,28.4,-1.309,0.012
816.038,-17.8,28.9,-1.679,0.011
816.137,-19.3,29.8,-2.05,0.011
816.237,-20.4,31.4,-2.466,0.011
816.337,-21.7,33.2,-2.946,0.009
816.436,-23,34.6,-3.478,0.009
816.536,-25.3,35.8,-3.937,0.008
816.636,-27.3,36.9,-4.223,0.011
816.736,-28.5,37.4,-4.41,0.005
816.835,-29.6,37.9,-4.55,0.005
816.935,-30.6,38.3,-4.667,0.002
817.035,-31.2,38.7,-4.774,0
817.134,-31.9,39.1,-4.871,-0.002
817.234,-32.3,39.6,-4.957,-0.002
817.334,-32.8,39.8,-5.032,-0.003
817.433,-33,40.1,-5.098,-0.003
817.533,-33.1,40.3,-5.148,-0.003
817.633,-33.1,40.5,-5.183,-0.002
817.732,-32.9,40.6,-5.211,-0.005
817.832,-32.7,40.8,-5.223,-0.005
817.932,-32.4,40.7,-5.229,-0.005
818.031,-31.8,40.9,-5.226,-0.005
818.131,-31.2,40.8,-5.222,-0.005
818.231,-30.3,40.9,-5.212,-0.006
818.33,-29.4,40.9,-5.196,-0.006
818.43,-28.4,41,-5.171,-0.006
818.53,-27.4,41,-5.141,-0.008
818.629,-26.3,41,-5.098,-0.005
818.729,-25,40.9,-5.047,-0.005
818.829,-23.6,40.8,-4.991,-0.005
818.928,-22.2,40.6,-4.923,-0.006
819.028,-20.6,40.4,-4.848,-0.005
819.128,-19,40.1,-4.767,-0.005
819.227,-17.2,39.7,-4.673,-0.005
819.327,-15.4,39.4,-4.575,-0.005
819.427,-13.5,39,-4.466,-0.005
819.526,-11.6,38.4,-4.345,-0.003
819.626,-9.7,38,-4.222,-0.003
819.726,-7.8,37.4,-4.081,0.002
819.825,-5.7,36.9,-3.917,0
819.925,-3.7,36.3,-3.726,0
820.025,-1.9,35.5,-3.501,0.002
820.124,-0.1,34.5,-3.219,0.003
820.224,1.3,32.9,-2.838,0.006
820.324,2.3,30.4,-2.292,0.009
820.423,4.4,28.8,-1.595,0.012
820.523,7.1,28,-0.934,0.015
820.623,9.4,28.6,-0.39,0.015
820.722,11.6,29.1,0.096,0.021
820.822,13.6,29.6,0.534,0.015
820.922,15.6,30.1,0.93,0.014
821.022,17.4,30.8,1.292,0.011
821.121,19.1,31.7,1.65,0.011
821.221,20.5,32.8,2.023,0.009
821.321,21.9,34.2,2.422,0.006
821.42,23.3,35.5,2.815,0.003
821.52,25.1,36.1,3.186,0.002
821.62,26.9,37.4,3.443,-0.002
821.719,28.3,38.1,3.607,0.005
821.819,29.3,38.7,3.728,-0.005
821.919,30.3,39.1,3.83,-0.006
822.018,31,39.6,3.922,-0.008
822.118,31.6,40.1,4.006,-0.009
822.218,32.1,40.4,4.082,-0.011
822.317,32.5,40.8,4.151,-0.011
822.417,32.8,41.1,4.206,-0.012
822.517,33,41.3,4.249,-0.012
822.616,33,41.4,4.28,-0.014
822.716,32.8,41.3,4.298,-0.011
822.816,32.6,41.4,4.309,-0.014
822.915,32.1,41.3,4.31,-0.015
823.015,31.8,41.1,4.312,-0.014
823.115,31.1,41.2,4.309,-0.015
823.214,30.3,41,4.307,-0.014
823.314,29.5,40.8,4.29,-0.015
823.414,28.6,40.7,4.271,-0.014
823.513,27.5,40.3,4.243,-0.014
823.613,26.5,40,4.211,-0.014
823.713,25.2,39.5,4.163,-0.014
823.812,23.8,39,4.105,-0.012
823.912,22.2,38.4,4.043,-0.012
824.012,20.6,37.7,3.974,-0.012
824.111,19,36.9,3.896,-0.012
824.211,17.2,36,3.813,-0.009
824.311,15.5,35.3,3.722,-0.009
824.41,13.5,34.4,3.622,-0.009
824.51,11.7,33.6,3.515,-0.006
824.61,9.7,32.7,3.396,-0.006
824.709,7.7,31.7,3.263,-0.005
824.809,5.8,30.7,3.112,0
824.909,3.8,29.6,2.934,-0.002
825.009,2,28.5,2.723,0.002
825.108,0.2,27.4,2.454,0.003
825.208,-1.4,26.3,2.125,0.005
825.308,-2.9,25.7,1.699,0.006
825.407,-4.7,26,1.156,0.008
825.507,-6.9,25.5,0.604,0.009
825.607,-9.2,25.4,0.093,0.008
825.706,-11.2,25.3,-0.387,0.009
825.806,-13.2,25.6,-0.842,0.014
825.906,-15.2,26,-1.261,0.009
826.005,-17,26.5,-1.67,0.009
826.105,-18.5,27.4,-2.086,0.009
826.205,-19.8,29,-2.54,0.009
826.304,-20.8,30.8,-3.056,0.008
826.404,-22.6,32.3,-3.618,0.006
826.504,-24.7,33.6,-4.089,0.005
826.603,-26.7,34.6,-4.39,0.003
826.703,-28.1,35.3,-4.589,0
826.803,-29.2,35.9,-4.743,0.005
826.902,-30,36.3,-4.873,-0.003
827.002,-30.9,36.8,-4.998,-0.005
827.102,-31.5,37.3,-5.111,-0.005
827.201,-32.1,37.8,-5.214,-0.006
827.301,-32.5,38.1,-5.3,-0.006
827.401,-32.9,38.4,-5.374,-0.006
827.5,-33,38.7,-5.434,-0.008
827.6,-33,38.9,-5.48,-0.009
827.7,-32.9,39,-5.515,-0.008
827.799,-32.8,39.1,-5.535,-0.002
827.899,-32.4,39.2,-5.544,-0.011
827.999,-32,39.3,-5.544,-0.009
828.098,-31.3,39.2,-5.543,-0.011
828.198,-30.6,39.4,-5.533,-0.009
828.298,-29.7,39.4,-5.521,-0.011
828.397,-28.8,39.5,-5.503,-0.009
828.497,-27.7,39.6,-5.475,-0.011
828.597,-26.5,39.5,-5.437,-0.011
828.696,-25.4,39.4,-5.391,-0.011
828.796,-24.1,39.2,-5.336,-0.005
828.896,-22.7,39.1,-5.274,-0.009
828.995,-21.2,38.9,-5.199,-0.009
829.095,-19.6,38.7,-5.115,-0.009
829.195,-17.8,38.3,-5.023,-0.009
829.295,-16.1,37.9,-4.922,-0.009
829.394,-14.1,37.4,-4.81,-0.008
829.494,-12.3,37,-4.688,-0.008
829.594,-10.3,36.4,-4.561,-0.006
829.693,-8.4,35.9,-4.42,-0.006
829.793,-6.3,35.3,-4.261,-0.005
829.893,-4.4,34.6,-4.085,-0.005
829.992,-2.4,33.9,-3.878,-0.003
830.092,-0.6,33.1,-3.631,-0.002
830.192,1,31.8,-3.31,0
830.291,2.2,29.9,-2.868,0.005
830.391,3.6,27.6,-2.211,0.008
830.491,5.6,26.1,-1.443,0.011
830.59,8.2,26,-0.719,0.012
830.69,10.6,26.5,-0.121,0.014
830.79,12.8,27.2,0.399,0.012
830.889,14.9,28,0.856,0.017
830.989,16.7,28.8,1.255,0.012
831.089,18.5,29.5,1.639,0.012
831.188,20,30.8,2.023,0.011
831.288,21.4,32.2,2.427,0.008
831.388,23,33.7,2.832,0.005
831.487,24.5,34.4,3.212,0.003
831.587,26.2,35.3,3.518,0.002
831.687,27.8,36.2,3.711,0
831.786,29,36.8,3.848,-0.003
831.886,29.9,37.4,3.966,0.002
831.986,30.7,37.8,4.069,-0.006
832.085,31.3,38.3,4.168,-0.006
832.185,32,38.8,4.258,-0.008
832.285,32.4,39.2,4.335,-0.008
832.384,32.7,39.4,4.397,-0.009
832.484,32.9,39.6,4.449,-0.009
832.584,33,39.8,4.491,-0.011
832.683,33,40,4.515,-0.011
832.783,32.7,39.8,4.53,-0.011
832.883,32.4,39.8,4.533,-0.005
832.982,31.8,39.7,4.537,-0.011
833.082,31.3,39.6,4.535,-0.012
833.182,30.6,39.6,4.532,-0.011
833.282,29.8,39.4,4.524,-0.012
833.381,28.9,39.3,4.504,-0.012
833.481,27.9,39.1,4.48,-0.011
833.581,26.8,38.7,4.451,-0.011
833.68,25.6,38.3,4.408,-0.011
833.78,24.2,37.7,4.359,-0.011
833.88,22.7,37.2,4.296,-0.006
833.979,21.2,36.5,4.225,-0.011
834.079,19.5,35.7,4.15,-0.011
834.179,17.7,34.9,4.069,-0.008
834.278,16,34.1,3.982,-0.008
834.378,14.1,33.2,3.881,-0.008
834.478,12.3,32.4,3.777,-0.006
834.577,10.5,31.4,3.659,-0.005
834.677,8.5,30.5,3.526,-0.003
834.777,6.4,29.5,3.379,-0.002
834.876,4.5,28.6,3.214,0.002
834.976,2.6,27.4,3.012,0.003
835.076,0.8,26.4,2.766,0.002
835.175,-0.9,25.2,2.462,0.005
835.275,-2.2,24.2,2.063,0.008
835.375,-3.6,24.4,1.524,0.009
835.474,-6,23.7,0.904,0.011
835.574,-8.2,23.6,0.33,0.012
835.674,-10.2,23.5,-0.208,0.012
835.773,-12.4,23.6,-0.714,0.012
835.873,-14.4,24,-1.188,0.012
835.973,-16.2,24.6,-1.636,0.014
836.072,-17.7,25.3,-2.087,0.012
836.172,-19.2,26.8,-2.584,0.012
836.272,-20.2,28.8,-3.131,0.012
836.371,-21.9,30.4,-3.726,0.009
836.471,-24.2,31.8,-4.235,0.006
836.571,-26.2,32.8,-4.566,0.005
836.67,-27.6,33.5,-4.793,0.002
836.77,-28.8,34.2,-4.975,0.003
836.87,-29.7,34.6,-5.134,0.002
836.969,-30.6,35.2,-5.275,0.002
837.069,-31.3,35.7,-5.408,-0.002
837.169,-32,36.2,-5.527,-0.003
837.268,-32.4,36.6,-5.627,-0.005
837.368,-32.7,37,-5.711,-0.005
837.468,-33,37.3,-5.781,-0.005
837.568,-33,37.6,-5.839,-0.006
837.667,-33,37.8,-5.881,-0.006
837.767,-32.9,37.9,-5.908,-0.006
837.867,-32.5,37.9,-5.919,-0.008
837.966,-32,38.1,-5.92,-0.002
838.066,-31.5,38,-5.919,-0.008
838.166,-30.8,38.1,-5.916,-0.008
838.265,-29.9,38.1,-5.903,-0.009
838.365,-29,38.2,-5.888,-0.008
838.465,-28,38.3,-5.865,-0.008
838.564,-27,38.1,-5.835,-0.008
838.664,-25.8,38.2,-5.793,-0.009
838.764,-24.5,38.1,-5.743,-0.008
838.863,-23.2,38,-5.682,-0.008
838.963,-21.7,37.7,-5.613,0
839.063,-20.2,37.4,-5.53,-0.008
839.162,-18.4,37,-5.439,-0.006
839.262,-16.7,36.7,-5.336,-0.006
839.362,-14.9,36.2,-5.226,-0.006
839.461,-12.9,35.7,-5.102,-0.006
839.561,-11,35.1,-4.968,-0.006
839.661,-9,34.5,-4.824,-0.006
839.76,-7.2,33.9,-4.66,-0.005
