DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
62.8948,46.7,120.8,2.795,0.008
62.9945,45.9,120.6,2.783,-0.008
63.0942,44.9,120.5,2.776,-0.004
63.1938,43.9,120.6,2.76,-0.008
63.2935,42.6,120.5,2.733,-0.004
63.3932,41.2,120.3,2.709,-0.004
63.4929,39.7,120.3,2.67,-0.004
63.5925,37.9,120.3,2.627,-0.004
63.6922,36.1,120,2.573,-0.004
63.7919,34,119.9,2.514,-0.004
63.8916,31.7,119.9,2.44,0
63.9912,29.4,119.7,2.362,0
64.0909,27.1,119.5,2.273,0
64.1906,24.6,119.4,2.175,0.004
64.2903,21.9,119.2,2.066,0
64.3899,19.2,119,1.941,0.004
64.4896,16.5,119,1.817,0.004
64.5893,13.7,118.8,1.672,0.004
64.689,10.7,118.6,1.524,0.004
64.7886,7.8,118.5,1.364,0.004
64.8883,4.9,118.5,1.197,0.004
64.988,1.9,118.2,1.017,0.004
65.0877,-0.9,118.1,0.819,0
65.1873,-3.9,118.2,0.6,0.004
65.287,-7,118.2,0.378,0.004
65.3867,-10,118.2,0.164,0.008
65.4864,-13,118.3,-0.051,0.008
65.586,-15.9,118.6,-0.261,0.008
65.6857,-18.6,118.9,-0.476,0.008
65.7854,-21.4,119.2,-0.69,0.008
65.8851,-24,119.6,-0.904,0.008
65.9847,-26.8,120,-1.103,0.012
66.0844,-29.3,120.2,-1.298,0.008
66.1841,-31.6,120.5,-1.477,0.004
66.2838,-33.8,121.1,-1.668,0.004
66.3834,-35.9,121.4,-1.844,0
66.4831,-38,121.6,-2.011,0.004
66.5828,-39.8,122,-2.164,0.004
66.6825,-41.6,122.2,-2.304,0.004
66.7821,-43.1,122.4,-2.413,0.004
66.8818,-44.5,122.7,-2.514,0.004
66.9815,-45.6,123,-2.6,0.012
67.0812,-46.6,123,-2.678,0.004
67.1808,-47.4,123,-2.737,0.004
67.2805,-48.1,123.1,-2.787,0
67.3802,-48.4,123.1,-2.826,0.004
67.4799,-48.8,123,-2.861,0
67.5795,-48.7,123.1,-2.877,-0.004
67.6792,-48.6,123,-2.889,0
67.7789,-48.1,122.9,-2.892,0
67.8786,-47.8,122.7,-2.892,0.004
67.9782,-47,122.8,-2.892,0.012
68.0779,-46.1,122.5,-2.881,0.004
68.1776,-45,122.3,-2.861,0.004
68.2773,-43.8,122.1,-2.838,0
68.3769,-42.3,121.9,-2.807,0
68.4766,-40.8,121.5,-2.764,0
68.5763,-39,121.2,-2.717,0.004
68.676,-37.2,120.9,-2.666,0.004
68.7756,-35.2,120.4,-2.608,0
68.8753,-33,120,-2.538,0.004
68.975,-30.7,119.8,-2.46,0.008
69.0747,-28.3,119.4,-2.37,0.004
69.1743,-25.8,118.8,-2.277,0.004
69.274,-23.2,118.8,-2.167,0.004
69.3737,-20.6,118.5,-2.043,0
69.4734,-17.8,118.1,-1.906,0.004
69.573,-15,117.8,-1.766,0.004
69.6727,-12,117.8,-1.606,0.004
69.7724,-9.1,117.3,-1.435,0.004
69.8721,-6,116.9,-1.259,0.008
69.9717,-3.1,116.8,-1.072,0.008
70.0714,0,116.6,-0.873,0.008
70.1711,2.8,116.1,-0.674,0.004
70.2708,5.9,116,-0.448,0.008
70.3704,8.9,116.1,-0.222,0.008
70.4701,11.9,116.1,0.008,0.012
70.5698,14.7,115.9,0.222,0.012
70.6694,17.6,116.2,0.448,0.008
70.7691,20.5,116.4,0.663,0.012
70.8688,23.2,116.6,0.865,0.008
70.9685,25.7,116.6,1.06,0.008
71.0681,28.3,116.9,1.251,0.008
71.1678,30.7,117.2,1.431,0.008
71.2675,32.9,117.3,1.602,0.008
71.3672,35,117.7,1.766,0.004
71.4669,37,118.1,1.926,0.004
71.5665,38.9,118.1,2.07,0.004
71.6662,40.6,118.3,2.206,0.004
71.7659,42.2,118.6,2.319,0
71.8655,43.5,118.8,2.425,0.004
71.9652,44.6,118.8,2.51,0
72.0649,45.6,119.1,2.588,0.012
72.1646,46.5,119.2,2.655,0
72.2642,47.1,119.1,2.705,0
72.3639,47.5,119.1,2.744,-0.004
72.4636,47.8,119.3,2.779,-0.004
72.5633,47.9,119.4,2.803,-0.004
72.6629,47.7,119.2,2.815,0
72.7626,47.3,119.3,2.818,0
72.8623,46.8,119.4,2.815,-0.004
72.962,46.2,119.2,2.815,-0.004
73.0616,45.3,119.2,2.811,0
73.1613,44.3,119.3,2.787,0
73.261,43,119.2,2.768,-0.004
73.3607,41.7,118.9,2.744,0
73.4603,40.1,119,2.709,0
73.56,38.5,119.1,2.67,-0.004
73.6597,36.7,118.8,2.62,0
73.7594,34.8,118.6,2.561,0
73.859,32.6,118.7,2.491,0
73.9587,30.3,118.5,2.413,0
74.0584,27.8,118.2,2.327,0.015
74.1581,25.5,118.1,2.234,0.004
74.2577,22.8,118.2,2.125,0.008
74.3574,20.2,117.8,2.011,0.004
74.4571,17.4,117.6,1.879,0.008
74.5568,14.5,117.6,1.735,0.008
74.6564,11.6,117.4,1.59,0.008
74.7561,8.7,117.1,1.431,0.008
74.8558,5.8,117.1,1.267,0.008
74.9555,2.8,117,1.088,0.008
75.0551,0,116.7,0.9,0.019
75.1548,-3,116.6,0.674,0.008
75.2545,-6,116.8,0.452,0.012
75.3542,-9,116.9,0.234,0.012
75.4538,-12,116.9,0.019,0.012
75.5535,-15,117.2,-0.199,0.012
75.6532,-17.7,117.6,-0.413,0.008
75.7529,-20.5,117.8,-0.632,0.008
75.8525,-23.2,118.2,-0.85,0.012
75.9522,-25.9,118.6,-1.056,0.008
76.0519,-28.5,118.9,-1.251,0.012
76.1516,-30.9,119.1,-1.442,0.012
76.2512,-33,119.7,-1.629,0.008
76.3509,-35.2,120,-1.809,0.008
76.4506,-37.2,120.2,-1.98,0.012
76.5503,-39.1,120.6,-2.14,0.008
76.6499,-40.9,121,-2.28,0.008
76.7496,-42.6,121.2,-2.409,0.008
76.8493,-44,121.2,-2.518,0.008
76.949,-45.2,121.5,-2.608,0.008
77.0486,-46.3,121.6,-2.682,0.008
77.1483,-47.1,121.7,-2.744,0.008
77.248,-47.9,121.8,-2.799,0.004
77.3477,-48.3,121.9,-2.842,0.004
77.4473,-48.6,121.8,-2.877,0.004
77.547,-48.8,121.6,-2.9,0.008
77.6467,-48.6,121.7,-2.916,0.004
77.7464,-48.2,121.6,-2.92,0.008
77.846,-47.9,121.5,-2.924,0.008
77.9457,-47.3,121.5,-2.916,0.008
78.0454,-46.4,121.3,-2.908,0.004
78.1451,-45.4,121.2,-2.892,0.015
78.2447,-44.2,120.9,-2.877,0.004
78.3444,-42.8,120.7,-2.842,0.008
78.4441,-41.4,120.3,-2.807,0.004
78.5438,-39.6,120.1,-2.764,0.004
78.6434,-37.8,119.7,-2.705,0.004
78.7431,-35.8,119.3,-2.655,0.004
78.8428,-33.7,118.9,-2.588,0.004
78.9425,-31.4,118.7,-2.507,0.004
79.0421,-29.1,118.2,-2.425,0.004
79.1418,-26.6,117.9,-2.331,0.012
79.2415,-24.1,117.6,-2.23,0.004
79.3412,-21.3,117.3,-2.105,0.004
79.4408,-18.6,116.9,-1.973,0.008
79.5405,-15.9,116.6,-1.836,0.008
79.6402,-12.9,116.6,-1.68,0.004
79.7399,-10,116.4,-1.509,0.008
79.8395,-7,115.9,-1.337,0.008
79.9392,-4.1,115.6,-1.154,0.008
80.0389,-1.1,115.4,-0.959,0.008
80.1386,1.8,115,-0.748,0.019
80.2382,4.8,114.7,-0.534,0.012
80.3379,7.8,114.7,-0.3,0.012
80.4376,11,114.8,-0.07,0.012
80.5373,13.7,114.6,0.144,0.012
80.6369,16.6,114.8,0.37,0.012
80.7366,19.4,115,0.596,0.012
80.8363,22.2,115,0.807,0.012
80.936,24.9,115.3,1.002,0.012
81.0356,27.5,115.7,1.208,0.012
81.1353,29.9,115.8,1.388,0.015
81.235,32.2,115.9,1.559,0.012
81.3347,34.4,116.3,1.735,0.008
81.4343,36.4,116.6,1.895,0.012
81.534,38.3,116.8,2.047,0.008
81.6337,40.1,117.1,2.191,0.004
81.7334,41.7,117.4,2.312,0.004
81.833,43.1,117.4,2.425,0.004
81.9327,44.4,117.6,2.51,0
82.0324,45.5,117.8,2.596,0.004
82.1321,46.2,117.9,2.659,0.004
82.2317,46.9,117.9,2.709,0
82.3314,47.4,118,2.76,0
82.4311,47.7,118.2,2.799,0.004
82.5308,47.8,118.2,2.818,-0.004
82.6304,47.8,118.1,2.834,0
82.7301,47.6,118.2,2.842,-0.004
82.8298,47,118.2,2.838,0
82.9295,46.5,118.1,2.846,0.004
83.0291,45.5,118,2.838,0
83.1288,44.7,118.1,2.822,0
83.2285,43.4,118,2.803,0.004
83.3282,42.1,117.9,2.772,0.004
83.4278,40.7,117.9,2.752,0
83.5275,39.1,117.9,2.709,0
83.6272,37.3,117.5,2.659,0
83.7269,35.5,117.6,2.6,0.004
83.8265,33.5,117.6,2.538,0.004
83.9262,31,117.2,2.468,0.004
84.0259,28.6,117,2.382,0.008
84.1255,26.3,117.1,2.288,0.004
84.2252,23.6,116.7,2.183,0.019
84.3249,21.1,116.5,2.07,0.008
84.4246,18.4,116.4,1.941,0.008
84.5243,15.7,116.4,1.805,0.008
84.6239,12.7,116.1,1.657,0.008
84.7236,9.8,116,1.497,0.008
84.8233,6.8,115.9,1.337,0.012
84.923,3.9,115.8,1.162,0.012
85.0226,0.9,115.5,0.975,0.012
85.1223,-1.9,115.5,0.756,0.012
85.222,-5,115.7,0.53,0.019
85.3216,-8,115.6,0.308,0.012
85.4213,-10.9,115.7,0.09,0.012
85.521,-14,115.9,-0.133,0.012
85.6207,-16.8,116.3,-0.351,0.012
85.7204,-19.6,116.6,-0.573,0.012
85.82,-22.3,117,-0.791,0.008
85.9197,-25.1,117.4,-1.002,0.012
86.0194,-27.6,117.6,-1.201,0.012
86.119,-30.1,117.8,-1.399,0.012
86.2187,-32.3,118.4,-1.579,0.023
86.3184,-34.6,118.7,-1.77,0.008
86.4181,-36.6,118.9,-1.949,0.012
86.5177,-38.6,119.2,-2.117,0.012
86.6174,-40.4,119.6,-2.265,0.012
86.7171,-42.1,119.7,-2.397,0.012
86.8168,-43.5,120.1,-2.503,0.012
86.9164,-44.9,120.3,-2.604,0.012
87.0161,-45.9,120.4,-2.678,0.008
87.1158,-46.9,120.4,-2.748,0.008
87.2155,-47.6,120.5,-2.803,0.015
87.3151,-48.2,120.6,-2.857,0.008
87.4148,-48.5,120.7,-2.889,0.008
87.5145,-48.8,120.6,-2.92,0.008
87.6142,-48.6,120.6,-2.935,0.008
87.7138,-48.5,120.6,-2.947,0.012
87.8135,-48,120.3,-2.951,0.008
87.9132,-47.5,120.3,-2.943,0.012
88.0129,-46.7,120.3,-2.939,0.012
88.1125,-45.8,120,-2.924,0.008
88.2122,-44.5,119.9,-2.9,0.012
88.3119,-43.3,119.6,-2.881,0.008
88.4116,-41.9,119.4,-2.846,0.012
88.5112,-40.2,119.1,-2.807,0.008
88.6109,-38.4,118.7,-2.748,0.008
88.7106,-36.5,118.3,-2.694,0.008
88.8103,-34.6,118,-2.635,0.008
88.9099,-32.2,117.6,-2.553,0.008
89.0096,-29.9,117.1,-2.475,0.008
89.1093,-27.5,116.7,-2.382,0.012
89.209,-24.8,116.6,-2.28,0.008
89.3086,-22.3,116.1,-2.167,0.015
89.4083,-19.7,115.8,-2.043,0.008
89.508,-16.8,115.7,-1.895,0.012
89.6077,-13.9,115.5,-1.746,0.008
89.7073,-10.9,115.1,-1.587,0.008
89.807,-8,114.9,-1.407,0.012
89.9067,-5,114.6,-1.22,0.012
90.0064,-2,114.2,-1.029,0.012
90.106,0.9,114,-0.823,0.012
90.2057,3.8,113.7,-0.612,0.012
90.3054,6.8,113.5,-0.374,0.027
90.4051,9.9,113.4,-0.148,0.015
90.5047,12.8,113.5,0.078,0.015
90.6044,15.7,113.6,0.312,0.015
90.7041,18.5,113.6,0.534,0.019
90.8038,21.3,113.8,0.756,0.015
90.9034,24.1,114.1,0.959,0.019
91.0031,26.7,114.2,1.162,0.015
91.1028,29.1,114.3,1.349,0.015
91.2025,31.4,114.7,1.524,0.015
91.3021,33.6,115.1,1.7,0.023
91.4018,35.7,115.1,1.871,0.012
91.5015,37.6,115.4,2.023,0.012
91.6012,39.5,115.9,2.179,0.008
91.7008,41.1,116,2.3,0.012
91.8005,42.6,116.2,2.417,0.008
91.9002,43.8,116.5,2.507,0.008
91.9999,45,116.5,2.596,0.008
92.0995,45.9,116.6,2.662,0.008
92.1992,46.8,117,2.729,0.008
92.2989,47.3,116.9,2.772,0.015
92.3986,47.7,116.8,2.807,0.004
92.4982,47.9,117,2.838,0.004
92.5979,47.8,117,2.857,0.004
92.6976,47.6,116.8,2.865,0
92.7973,47.2,117,2.865,0.004
92.8969,46.7,117,2.865,0.004
92.9966,45.9,117,2.861,0.004
93.0963,44.9,116.9,2.85,0.004
93.196,43.9,117,2.83,0.004
93.2956,42.6,116.8,2.807,0.004
93.3953,41.2,116.6,2.776,0.004
93.495,39.6,116.6,2.744,0.004
93.5947,37.9,116.6,2.701,0.004
93.6943,36,116.4,2.643,0.008
93.794,34,116.2,2.585,0.008
93.8937,31.7,116.2,2.51,0.008
93.9934,29.3,116.1,2.429,0.008
94.093,27,115.8,2.339,0.008
94.1927,24.5,115.7,2.241,0.008
94.2924,22,115.7,2.128,0.008
94.3921,19.3,115.3,2.004,0.012
94.4917,16.5,115.1,1.867,0.015
94.5914,13.6,115.1,1.723,0.012
94.6911,10.8,114.9,1.571,0.015
94.7908,7.7,114.6,1.403,0.015
94.8904,4.9,114.6,1.228,0.012
94.9901,1.9,114.4,1.049,0.012
95.0898,-0.9,114.2,0.842,0.015
95.1895,-4,114.3,0.612,0.015
95.2891,-7,114.5,0.386,0.015
95.3888,-10,114.4,0.16,0.023
95.4885,-13,114.5,-0.062,0.012
95.5882,-15.8,114.9,-0.281,0.015
95.6878,-18.6,115.1,-0.499,0.015
95.7875,-21.4,115.6,-0.729,0.012
95.8872,-24.1,116,-0.951,0.019
95.9869,-26.8,116.3,-1.154,0.012
96.0865,-29.3,116.6,-1.349,0.015
96.1862,-31.6,117,-1.544,0.015
96.2859,-33.8,117.5,-1.731,0.015
96.3856,-35.9,117.7,-1.91,0.031
96.4852,-37.9,118,-2.082,0.012
96.5849,-39.8,118.4,-2.241,0.012
96.6846,-41.6,118.7,-2.378,0.012
96.7843,-43.1,118.8,-2.495,0.015
96.8839,-44.5,118.9,-2.604,0.015
96.9836,-45.6,119.2,-2.682,0.015
97.0833,-46.6,119.3,-2.752,0.012
97.183,-47.5,119.3,-2.815,0.015
97.2826,-48.1,119.4,-2.869,0.012
97.3823,-48.5,119.6,-2.904,0.027
97.482,-48.7,119.4,-2.935,0.012
97.5816,-48.7,119.4,-2.959,0.012
97.6813,-48.5,119.4,-2.967,0.012
97.781,-48.2,119.3,-2.967,0.015
97.8807,-47.7,119,-2.97,0.012
97.9804,-46.9,119,-2.967,0.015
98.08,-46.1,119,-2.951,0.012
98.1797,-44.9,118.8,-2.935,0.008
98.2794,-43.8,118.6,-2.912,0.012
98.3791,-42.3,118.3,-2.877,0.023
98.4787,-40.8,117.9,-2.838,0.012
98.5784,-39,117.6,-2.791,0.012
98.6781,-37.2,117.3,-2.737,0.012
98.7777,-35.1,116.8,-2.678,0.012
98.8774,-33.1,116.5,-2.612,0.012
98.9771,-30.7,116.2,-2.526,0.012
99.0768,-28.3,115.8,-2.436,0.008
99.1765,-25.8,115.5,-2.347,0.012
99.2761,-23.1,115.1,-2.226,0.012
99.3758,-20.5,114.8,-2.105,0.012
99.4755,-17.7,114.5,-1.965,0.012
99.5751,-15,114.2,-1.82,0.015
99.6748,-12,114.1,-1.657,0.015
99.7745,-9.1,113.9,-1.485,0.015
99.8742,-6.1,113.3,-1.302,0.015
99.9738,-3,113.1,-1.111,0.012
100.074,-0.1,113.1,-0.908,0.019
100.173,2.8,112.6,-0.694,0.015
100.273,5.8,112.2,-0.464,0.012
100.373,8.9,112.4,-0.226,0.019
100.472,11.9,112.5,0,0.019
100.572,14.7,112.2,0.226,0.015
100.672,17.6,112.5,0.46,0.019
100.771,20.5,112.7,0.682,0.023
100.871,23.2,112.7,0.897,0.023
100.971,25.8,112.9,1.099,0.019
101.07,28.3,113.3,1.298,0.019
101.17,30.7,113.4,1.481,0.015
101.27,32.9,113.6,1.653,0.015
101.369,35,114.1,1.828,0.015
101.469,37,114.3,1.988,0.027
101.569,38.9,114.4,2.144,0.012
101.668,40.6,114.7,2.28,0.012
101.768,42.1,115.1,2.394,0.012
101.868,43.5,115.1,2.499,0.012
101.967,44.7,115.3,2.585,0.008
102.067,45.7,115.6,2.666,0.008
102.167,46.5,115.7,2.725,0.012
102.266,47.1,115.7,2.779,0.004
102.366,47.4,115.8,2.822,0.008
102.466,47.8,116,2.85,0.015
102.565,47.8,116,2.873,0.008
102.665,47.7,115.8,2.885,0.008
102.765,47.3,115.9,2.889,0.008
102.864,46.8,116,2.889,0.008
102.964,46.1,115.7,2.885,0.008
103.064,45.3,115.7,2.877,0.008
103.163,44.2,115.9,2.861,0.004
103.263,43,115.7,2.838,0.004
103.363,41.7,115.6,2.811,0.004
103.462,40.2,115.6,2.783,0.019
103.562,38.5,115.4,2.737,0.012
103.662,36.5,115.2,2.682,0.008
103.761,34.7,115.2,2.62,0.012
103.861,32.6,115.1,2.553,0.012
103.961,30.2,114.8,2.475,0.012
104.061,27.8,114.7,2.39,0.012
104.16,25.3,114.7,2.288,0.012
104.26,22.8,114.4,2.187,0.019
104.36,20.1,114.2,2.066,0.015
104.459,17.5,114.2,1.93,0.027
104.559,14.5,114,1.785,0.019
104.659,11.7,113.8,1.637,0.019
104.758,8.7,113.6,1.474,0.019
104.858,5.7,113.6,1.302,0.015
104.958,2.9,113.3,1.127,0.019
105.057,0,113.2,0.92,0.019
105.157,-2.9,113.1,0.694,0.019
105.257,-6,113.3,0.46,0.019
105.356,-9,113.2,0.238,0.019
105.456,-11.9,113.4,0.012,0.023
105.556,-15,113.7,-0.218,0.015
105.655,-17.6,114,-0.433,0.015
105.755,-20.5,114.3,-0.667,0.019
105.855,-23.2,114.8,-0.893,0.015
105.954,-25.9,115.2,-1.103,0.015
106.054,-28.4,115.4,-1.294,0.019
106.154,-30.8,115.7,-1.497,0.015
106.253,-33.1,116.3,-1.688,0.019
106.353,-35.2,116.5,-1.867,0.012
106.453,-37.2,116.8,-2.047,0.015
106.552,-39.3,117.3,-2.21,0.019
106.652,-41,117.6,-2.355,0.015
106.752,-42.6,117.7,-2.479,0.015
106.851,-44,117.8,-2.585,0.015
106.951,-45.3,118.1,-2.678,0.015
107.051,-46.4,118.2,-2.752,0.015
107.15,-47.2,118.3,-2.822,0.012
107.25,-47.8,118.5,-2.877,0.012
107.35,-48.3,118.6,-2.916,0.015
107.449,-48.6,118.5,-2.951,0.012
107.549,-48.8,118.4,-2.974,0.027
107.649,-48.8,118.5,-2.99,0.015
107.748,-48.4,118.3,-2.994,0.015
107.848,-47.9,118.1,-2.994,0.015
107.948,-47.3,118.2,-2.99,0.012
108.048,-46.2,118.1,-2.978,0.015
108.147,-45.4,117.7,-2.963,0.015
108.247,-44.2,117.6,-2.943,0.012
108.347,-42.8,117.5,-2.912,0.012
108.446,-41.3,117.1,-2.877,0.012
108.546,-39.6,116.7,-2.834,0.031
108.646,-37.8,116.4,-2.776,0.015
108.745,-35.8,116,-2.717,0.015
108.845,-33.7,115.5,-2.655,0.015
108.945,-31.4,115.2,-2.577,0.012
109.044,-29,114.9,-2.487,0.012
109.144,-26.6,114.5,-2.39,0.015
109.244,-24.1,114.1,-2.284,0.015
109.343,-21.3,114,-2.164,0.015
109.443,-18.6,113.6,-2.031,0.015
109.543,-15.8,113.3,-1.883,0.023
109.642,-12.9,113,-1.727,0.019
109.742,-10,112.9,-1.555,0.015
109.842,-7,112.4,-1.376,0.015
109.941,-4,112.2,-1.185,0.019
110.041,-1,112,-0.982,0.019
110.141,1.9,111.8,-0.768,0.015
110.24,4.8,111.2,-0.55,0.019
110.34,7.9,111.1,-0.308,0.019
110.44,10.9,111.4,-0.078,0.023
110.539,13.8,111.2,0.156,0.027
110.639,16.6,111.2,0.39,0.019
110.739,19.5,111.5,0.62,0.023
110.838,22.3,111.8,0.842,0.023
110.938,24.9,111.7,1.045,0.023
111.038,27.5,112.1,1.247,0.023
111.137,29.9,112.4,1.435,0.023
111.237,32.2,112.6,1.618,0.023
111.337,34.2,112.8,1.789,0.015
111.436,36.4,113.2,1.961,0.019
111.536,38.2,113.4,2.117,0.012
111.636,40,113.4,2.257,0.015
111.735,41.7,113.8,2.378,0.012
111.835,43.2,114.2,2.491,0.012
111.935,44.4,114.3,2.585,0.012
112.035,45.4,114.3,2.659,0.008
112.134,46.2,114.6,2.729,0.012
112.234,47,114.8,2.783,0.012
112.334,47.4,114.6,2.826,0.012
112.433,47.7,114.9,2.865,0.012
112.533,47.8,114.9,2.889,0.008
112.633,47.8,114.8,2.904,0.015
112.732,47.6,114.8,2.904,0.012
112.832,47.1,114.8,2.908,0.008
112.932,46.4,114.8,2.904,0.008
113.031,45.7,114.8,2.9,0.008
113.131,44.5,114.8,2.885,0.008
113.231,43.5,114.7,2.869,0.012
113.33,42,114.6,2.838,0.008
113.43,40.6,114.5,2.811,0.012
113.53,39,114.5,2.772,0.008
113.629,37.3,114.4,2.721,0.015
113.729,35.3,114.2,2.666,0.012
113.829,33.3,114,2.6,0.012
113.928,31,113.9,2.522,0.012
114.028,28.6,113.6,2.436,0.012
114.128,26.2,113.6,2.347,0.015
114.227,23.7,113.5,2.241,0.015
114.327,21.1,113.3,2.128,0.019
114.427,18.4,113,1.996,0.019
114.526,15.5,113,1.856,0.019
114.626,12.6,112.8,1.704,0.031
114.726,9.8,112.6,1.54,0.023
114.825,6.8,112.6,1.372,0.023
114.925,3.9,112.4,1.197,0.019
115.025,1,112.1,0.998,0.023
115.124,-2,112.1,0.772,0.027
115.224,-5,112.2,0.546,0.019
115.324,-8,112.1,0.316,0.023
115.423,-11,112.4,0.086,0.023
115.523,-14,112.6,-0.144,0.023
115.623,-16.8,112.8,-0.366,0.035
115.722,-19.5,113.2,-0.6,0.019
115.822,-22.4,113.6,-0.823,0.019
115.922,-25.1,113.9,-1.045,0.019
116.021,-27.7,114.3,-1.247,0.023
116.121,-30.1,114.6,-1.446,0.023
116.221,-32.4,115,-1.637,0.023
116.321,-34.6,115.2,-1.832,0.023
116.42,-36.7,115.7,-2.004,0.019
116.52,-38.7,116,-2.175,0.015
116.62,-40.5,116.4,-2.327,0.019
116.719,-42.1,116.7,-2.46,0.019
116.819,-43.6,116.9,-2.577,0.019
116.919,-44.9,117,-2.67,0.019
117.018,-46,117.2,-2.744,0.019
117.118,-47,117.2,-2.818,0.015
117.218,-47.6,117.3,-2.873,0.019
117.317,-48.2,117.4,-2.924,0.015
117.417,-48.5,117.5,-2.963,0.015
117.517,-48.8,117.5,-2.99,0.015
117.616,-48.6,117.5,-3.006,0.015
117.716,-48.5,117.2,-3.009,0.015
117.816,-48,117.2,-3.013,0.015
117.915,-47.5,117.1,-3.013,0.015
118.015,-46.8,117,-3.006,0.015
118.115,-45.8,116.9,-2.99,0.015
118.214,-44.5,116.6,-2.967,0.015
118.314,-43.2,116.4,-2.943,0.019
118.414,-41.9,116.2,-2.908,0.015
118.513,-40.2,115.9,-2.865,0.015
118.613,-38.4,115.4,-2.811,0.015
118.713,-36.6,115.1,-2.764,0.019
118.812,-34.5,114.6,-2.698,0.015
118.912,-32.2,114.4,-2.62,0.019
119.012,-29.9,113.9,-2.534,0.012
119.111,-27.5,113.5,-2.444,0.015
119.211,-24.9,113.3,-2.343,0.015
119.311,-22.2,113,-2.218,0.015
119.41,-19.6,112.5,-2.093,0.019
119.51,-16.8,112.4,-1.953,0.019
119.61,-13.9,112.1,-1.793,0.019
119.709,-11,111.9,-1.629,0.031
119.809,-8,111.6,-1.454,0.019
119.909,-5,111.3,-1.259,0.019
120.008,-2.1,111,-1.06,0.019
120.108,0.9,110.6,-0.854,0.023
120.208,3.9,110.3,-0.635,0.023
120.308,6.9,110.2,-0.394,0.023
120.407,9.8,110.1,-0.152,0.027
120.507,12.8,110,0.074,0.027
120.607,15.7,110.3,0.308,0.027
120.706,18.6,110.4,0.546,0.035
120.806,21.3,110.3,0.772,0.027
120.906,24,110.7,0.982,0.027
121.005,26.6,110.9,1.197,0.027
121.105,29,111,1.384,0.023
121.205,31.4,111.3,1.567,0.023
121.304,33.6,111.8,1.746,0.019
121.404,35.7,112,1.922,0.023
121.504,37.6,112.1,2.082,0.015
121.603,39.4,112.5,2.234,0.015
121.703,41.1,112.9,2.358,0.023
121.803,42.6,112.9,2.475,0.015
121.902,43.9,113,2.569,0.015
122.002,45.1,113.5,2.659,0.012
122.102,45.9,113.6,2.729,0.012
122.201,46.8,113.5,2.787,0.012
122.301,47.3,113.6,2.834,0.015
122.401,47.7,113.8,2.881,0.012
122.5,47.7,113.7,2.9,0.012
122.6,47.9,113.8,2.924,0.015
122.7,47.6,113.9,2.931,0.012
122.799,47.2,113.8,2.931,0.008
122.899,46.8,113.7,2.931,0.012
122.999,45.9,113.9,2.924,0.012
123.098,45,113.8,2.912,0.012
123.198,43.9,113.6,2.896,0.008
123.298,42.6,113.6,2.869,0.008
123.397,41.2,113.6,2.842,0.012
123.497,39.6,113.4,2.807,0.015
123.597,37.8,113.3,2.756,0.015
123.696,36,113.3,2.701,0.015
123.796,34,113.1,2.643,0.012
123.896,31.7,112.8,2.569,0.015
123.995,29.3,112.8,2.487,0.015
124.095,27,112.6,2.397,0.015
124.195,24.5,112.3,2.292,0.015
124.295,21.9,112.3,2.183,0.019
124.394,19.2,112.2,2.054,0.019
124.494,16.4,111.9,1.914,0.023
124.594,13.6,111.7,1.762,0.023
124.693,10.7,111.7,1.614,0.023
124.793,7.7,111.5,1.442,0.031
124.893,4.8,111.3,1.263,0.019
124.992,1.8,111.2,1.072,0.023
125.092,-0.8,111.1,0.858,0.023
125.192,-3.9,111,0.624,0.023
125.291,-6.9,111.1,0.394,0.027
125.391,-10,111.2,0.164,0.023
125.491,-13,111.4,-0.066,0.023
125.59,-15.8,111.7,-0.296,0.023
125.69,-18.6,112.1,-0.526,0.023
125.79,-21.5,112.5,-0.76,0.031
125.889,-24.2,112.8,-0.982,0.023
125.989,-26.9,113.1,-1.189,0.023
126.089,-29.2,113.5,-1.396,0.023
126.188,-31.6,113.8,-1.59,0.023
126.288,-33.9,114.2,-1.781,0.023
126.388,-36,114.7,-1.965,0.023
126.487,-38,114.8,-2.136,0.023
126.587,-39.9,115.1,-2.3,0.019
126.687,-41.5,115.6,-2.44,0.019
126.786,-43.1,115.9,-2.561,0.031
126.886,-44.6,115.9,-2.663,0.023
126.986,-45.7,116.1,-2.744,0.019
127.085,-46.7,116.2,-2.818,0.023
127.185,-47.4,116.3,-2.877,0.019
127.285,-48.1,116.4,-2.931,0.019
127.384,-48.4,116.5,-2.97,0.019
127.484,-48.8,116.4,-3.002,0.019
127.584,-48.8,116.5,-3.017,0.019
127.683,-48.6,116.3,-3.025,0.019
127.783,-48.2,116.3,-3.037,0.027
127.883,-47.6,116.1,-3.033,0.019
127.982,-47,116.1,-3.025,0.015
128.082,-46.1,115.9,-3.013,0.019
128.182,-44.9,115.7,-2.998,0.019
128.281,-43.8,115.5,-2.97,0.023
128.381,-42.3,115.3,-2.939,0.019
128.481,-40.8,114.9,-2.9,0.019
128.581,-39,114.7,-2.854,0.019
128.68,-37.2,114.2,-2.795,0.019
128.78,-35.1,113.9,-2.733,0.019
128.88,-33,113.4,-2.663,0.019
